"Subject"	"Survey"	"Notification.Status"	"Afraid"	"Scared"	"Nervous"	"Jittery"	"Irritable"	"Hostile"	"Guilty"	"Ashamed"	"Upset"	"Distressed"	"Active"	"Alert"	"Attentive"	"Determined"	"Excited"	"Inspired"	"Proud"	"Strong"	"Anxious"	"Worried"	"Restless"	"Depressed"	"Sad"	"Lonely"	"DiscrimCheck"	"DiscrimCheck_Type"	"DiscrimCheck_Other"	"DiscrimCheck_CategoryCode"	"DiscrimCheck_Time"	"DiscrimCheck_Cause"	"DiscrimCheck_PerpGender"	"DiscrimCheck_PerpRace"	"DiscrimCheck_PerpCategory"	"Date.Time.R"	"StartTime"	"diffTime"	"DayStudy"	"DayWeek"	"Occasion"	"PA_agg"	"NA_agg"	"Dep_agg"	"Anx_agg"	"PA_agg_nextPrompt"	"NA_agg_nextPrompt"	"Dep_agg_nextPrompt"	"Anx_agg_nextPrompt"	"PA_agg_prevPrompt"	"NA_agg_prevPrompt"	"Dep_agg_prevPrompt"	"Anx_agg_prevPrompt"	"DiscrimCheck.d"	"DayWeek.d"
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	3	2	3	4	2	1	2	3	4	3	1	1	1	2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/7/19 11:41"	"2/6/19 0:00"	35.69333333	2	"Thursday"	4	2.5	1.1	1.33	2.67	2.62	1	1.33	1.67	NA	NA	NA	NA	0	3
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	3	2	3	3	4	2	2	2	2	2	1	1	1	2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/7/19 16:39"	"2/6/19 0:00"	40.65777778	2	"Thursday"	5	2.62	1	1.33	1.67	1.88	1.2	1	1.67	2.5	1.1	1.33	2.67	0	3
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	2	1	1	2	2	3	3	2	1	1	1	2	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/7/19 19:45"	"2/6/19 0:00"	43.76527778	2	"Thursday"	6	1.88	1.2	1	1.67	NA	NA	NA	NA	2.62	1	1.33	1.67	0	3
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	3	1	1	1	2	2	3	1	1	1	2	3	1	1	1	1	4	4	1	2	2	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/8/19 11:19"	"2/6/19 0:00"	59.31638889	3	"Friday"	7	1.38	1.7	1.67	3	2.88	1.3	1	1.67	NA	NA	NA	NA	0	4
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	1	1	1	1	2	1	2	2	2	3	3	4	4	3	2	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/8/19 15:19"	"2/6/19 0:00"	63.33194444	3	"Friday"	8	2.88	1.3	1	1.67	3.5	1.1	1	1	1.38	1.7	1.67	3	0	4
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	2	1	1	1	1	1	1	2	2	3	3	5	5	5	3	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/8/19 21:51"	"2/6/19 0:00"	69.85388889	3	"Friday"	9	3.5	1.1	1	1	NA	NA	NA	NA	2.88	1.3	1	1.67	0	4
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	3	2	1	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/9/19 10:53"	"2/6/19 0:00"	82.88361111	4	"Saturday"	10	2	1	1	1	2.12	1.4	1	3.67	NA	NA	NA	NA	0	5
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	1	1	1	1	2	1	1	1	3	4	2	3	2	1	4	5	2	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/9/19 16:54"	"2/6/19 0:00"	88.90166667	4	"Saturday"	11	2.12	1.4	1	3.67	1.88	1	1	3	2	1	1	1	0	5
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	2	3	4	2	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/9/19 18:03"	"2/6/19 0:00"	90.05638889	4	"Saturday"	12	1.88	1	1	3	NA	NA	NA	NA	2.12	1.4	1	3.67	0	5
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	1	1	1	1	1	1	3	2	2	5	3	4	3	2	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/10/19 11:08"	"2/6/19 0:00"	107.1463889	5	"Sunday"	13	3	1.2	1	2.33	2.5	1.3	1	2.33	NA	NA	NA	NA	0	6
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	1	1	1	1	1	1	2	1	3	4	3	3	2	2	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/10/19 18:16"	"2/6/19 0:00"	114.2825	5	"Sunday"	14	2.5	1.3	1	2.33	NA	NA	NA	NA	3	1.2	1	2.33	0	6
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	1	1	1	2	3	1	3	3	4	4	2	2	2	3	4	4	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/11/19 14:12"	"2/6/19 0:00"	134.2058333	6	"Monday"	15	2.88	1.5	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0	0
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	4	3	3	3	3	2	2	3	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/12/19 12:11"	"2/6/19 0:00"	156.1897222	7	"Tuesday"	16	2.62	1	2	2.67	2.88	1.4	1	2.67	NA	NA	NA	NA	0	1
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	2	1	1	1	1	2	1	2	3	3	4	3	2	3	3	3	3	2	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/12/19 13:46"	"2/6/19 0:00"	157.7702778	7	"Tuesday"	17	2.88	1.4	1	2.67	2.88	1.3	1	2.33	2.62	1	2	2.67	0	1
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	2	1	3	2	3	3	2	2	3	5	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/12/19 17:20"	"2/6/19 0:00"	161.3469444	7	"Tuesday"	18	2.88	1.3	1	2.33	NA	NA	NA	NA	2.88	1.4	1	2.67	0	1
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	3	4	4	5	4	4	3	2	3	5	3	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/13/19 11:04"	"2/6/19 0:00"	179.0777778	8	"Wednesday"	19	3.62	1.1	1	3.67	NA	NA	NA	NA	NA	NA	NA	NA	0	2
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	3	1	3	3	3	4	2	3	3	2	3	3	1	1	2	2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/14/19 11:19"	"2/6/19 0:00"	203.3194444	9	"Thursday"	20	2.88	1.4	1.67	2.33	NA	NA	NA	NA	NA	NA	NA	NA	0	3
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	1	3	3	5	3	3	3	3	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/15/19 16:04"	"2/6/19 0:00"	232.0797222	10	"Friday"	21	3	1.1	1	2.33	2.5	1.2	1	2.33	NA	NA	NA	NA	0	4
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	2	1	3	3	3	4	1	1	2	3	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/15/19 18:48"	"2/6/19 0:00"	234.8091667	10	"Friday"	22	2.5	1.2	1	2.33	NA	NA	NA	NA	3	1.1	1	2.33	0	4
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	3	3	4	3	4	5	5	3	3	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/16/19 13:43"	"2/6/19 0:00"	253.7213889	11	"Saturday"	23	3.75	1	1	2	3	1.1	1	2.33	NA	NA	NA	NA	0	5
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	2	3	3	3	4	4	3	2	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/16/19 17:42"	"2/6/19 0:00"	257.7080556	11	"Saturday"	24	3	1.1	1	2.33	NA	NA	NA	NA	3.75	1	1	2	0	5
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	2	1	3	3	3	3	2	2	3	3	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/17/19 10:21"	"2/6/19 0:00"	274.3622222	12	"Sunday"	25	2.75	1.2	1	2.33	NA	NA	NA	NA	NA	NA	NA	NA	0	6
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	3	3	2	4	3	3	3	3	4	4	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/19/19 12:04"	"2/6/19 0:00"	324.0755556	14	"Tuesday"	26	3	1.2	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0	1
41	"Random Prompt Survey (Spring 2019)"	"taken"	2	1	4	1	1	1	1	1	1	1	3	2	4	5	4	4	4	3	4	3	1	2	2	2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/20/19 12:50"	"2/6/19 0:00"	348.8455556	15	"Wednesday"	27	3.62	1.4	2	2.67	3.25	1.2	1	2.67	NA	NA	NA	NA	0	2
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	1	4	3	4	4	4	3	3	3	4	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/20/19 13:47"	"2/6/19 0:00"	349.7922222	15	"Wednesday"	28	3.25	1.2	1	2.67	NA	NA	NA	NA	3.62	1.4	2	2.67	0	2
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	4	1	1	1	1	1	3	1	4	4	2	2	3	2	2	3	4	4	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/21/19 9:40"	"2/6/19 0:00"	369.6775	16	"Thursday"	29	2.75	1.6	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0	3
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	3	2	1	1	1	1	2	2	3	3	3	4	2	2	3	3	3	3	2	3	2	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/24/19 13:25"	"2/6/19 0:00"	445.4186111	19	"Sunday"	30	2.88	1.6	2	2.67	NA	NA	NA	NA	NA	NA	NA	NA	0	6
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	3	1	3	4	3	3	4	3	3	3	4	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 8:37"	"2/6/19 0:00"	464.6197222	20	"Monday"	31	3.25	1.4	1	2.67	3.38	1.4	1	2.33	NA	NA	NA	NA	0	0
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	3	1	4	3	3	4	3	3	3	4	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/25/19 19:27"	"2/6/19 0:00"	475.4605556	20	"Monday"	32	3.38	1.4	1	2.33	NA	NA	NA	NA	3.25	1.4	1	2.67	0	0
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	3	3	3	3	3	3	3	4	3	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/26/19 10:06"	"2/6/19 0:00"	490.1038889	21	"Tuesday"	33	3.12	1.2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0	1
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	2	2	4	3	4	4	3	3	3	3	3	2	3	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/27/19 12:24"	"2/6/19 0:00"	516.4066667	22	"Wednesday"	34	3.38	1.4	1.33	2.67	2.75	1.2	1	2.33	NA	NA	NA	NA	0	2
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	3	3	3	3	2	1	3	4	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/27/19 20:17"	"2/6/19 0:00"	524.2919444	22	"Wednesday"	35	2.75	1.2	1	2.33	NA	NA	NA	NA	3.38	1.4	1.33	2.67	0	2
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	3	3	4	4	2	3	3	3	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/28/19 12:29"	"2/6/19 0:00"	540.4886111	23	"Thursday"	36	3.12	1.2	1	2.33	NA	NA	NA	NA	NA	NA	NA	NA	0	3
41	"Random Prompt Survey (Spring 2019)"	"taken"	2	2	5	2	1	1	3	1	3	2	3	3	3	2	2	2	1	3	5	4	3	3	3	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/1/19 9:34"	"2/6/19 0:00"	561.5708333	24	"Friday"	37	2.38	2.2	2.33	4	3.12	1.2	1	1.33	NA	NA	NA	NA	0	4
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	2	1	3	3	3	4	3	3	3	3	2	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/1/19 19:52"	"2/6/19 0:00"	571.8716667	24	"Friday"	38	3.12	1.2	1	1.33	NA	NA	NA	NA	2.38	2.2	2.33	4	0	4
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	3	3	3	3	3	2	3	3	3	2	3	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/3/19 9:37"	"2/6/19 0:00"	609.6169444	26	"Sunday"	39	2.88	1.1	1	2.67	3.12	1.2	1	2.33	NA	NA	NA	NA	0	6
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	3	3	3	4	3	3	3	3	2	3	2	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/3/19 15:43"	"2/6/19 0:00"	615.7238889	26	"Sunday"	40	3.12	1.2	1	2.33	3	1.2	1	2.67	2.88	1.1	1	2.67	0	6
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	4	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/3/19 21:22"	"2/6/19 0:00"	621.3813889	26	"Sunday"	41	3	1.2	1	2.67	NA	NA	NA	NA	3.12	1.2	1	2.33	0	6
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	3	4	3	3	3	3	3	3	3	3	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/4/19 19:41"	"2/6/19 0:00"	643.6933333	27	"Monday"	42	3.12	1.2	1	2.33	NA	NA	NA	NA	NA	NA	NA	NA	0	0
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	4	2	1	1	1	2	2	1	3	3	3	4	1	4	2	2	4	4	2	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/6/19 10:28"	"2/6/19 0:00"	682.4825	29	"Wednesday"	43	2.75	1.6	1	3.33	2.5	1.2	1	2.33	NA	NA	NA	NA	0	2
41	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	2	3	3	3	1	2	3	3	3	2	2	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"3/6/19 17:37"	"2/6/19 0:00"	689.6188889	29	"Wednesday"	44	2.5	1.2	1	2.33	NA	NA	NA	NA	2.75	1.6	1	3.33	0	2
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	2	1	1	1	1	1	1	2	2	4	4	4	3	3	3	3	2	3	2	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/7/19 13:01"	"2/6/19 0:00"	37.02111111	2	"Thursday"	1	2.88	1.2	2	2.67	2.5	1.1	1.33	2.67	NA	NA	NA	NA	0	3
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	1	3	2	4	3	2	2	3	3	3	2	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/7/19 14:35"	"2/6/19 0:00"	38.58944444	2	"Thursday"	2	2.5	1.1	1.33	2.67	2.5	1	1.33	2	2.88	1.2	2	2.67	0	3
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	3	3	3	4	1	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/7/19 20:04"	"2/6/19 0:00"	44.07611111	2	"Thursday"	3	2.5	1	1.33	2	NA	NA	NA	NA	2.5	1.1	1.33	2.67	0	3
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	2	1	1	1	1	1	2	1	1	1	4	2	3	3	3	3	3	3	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/8/19 11:51"	"2/6/19 0:00"	59.85027778	3	"Friday"	4	2.25	1.3	1.33	3	2.12	1	1.33	3	NA	NA	NA	NA	0	4
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	3	2	3	3	3	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/8/19 14:40"	"2/6/19 0:00"	62.67388889	3	"Friday"	5	2.12	1	1.33	3	2.62	1.1	1.33	2.33	2.25	1.3	1.33	3	0	4
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	2	2	2	4	2	3	3	3	3	2	2	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/8/19 19:01"	"2/6/19 0:00"	67.03166667	3	"Friday"	6	2.62	1.1	1.33	2.33	NA	NA	NA	NA	2.12	1	1.33	3	0	4
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/9/19 10:33"	"2/6/19 0:00"	82.55805556	4	"Saturday"	7	1	1	1	1	2.25	1.6	1.33	1.33	NA	NA	NA	NA	0	5
42	"Event Based Survey (Spring 2019)"	"taken"	1	1	1	1	4	2	1	1	3	1	2	3	3	3	2	2	1	2	2	1	1	2	1	1	"Yes"	"0,9"	NA	5	NA	"2"	0	"0"	5	"2/9/19 13:02"	"2/6/19 0:00"	85.03694444	4	"Saturday"	8	2.25	1.6	1.33	1.33	1	1	1	1	1	1	1	1	1	5
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/9/19 16:42"	"2/6/19 0:00"	88.70388889	4	"Saturday"	9	1	1	1	1	1.62	1.1	1.33	1.67	2.25	1.6	1.33	1.33	0	5
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	2	2	2	2	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/9/19 17:48"	"2/6/19 0:00"	89.81	4	"Saturday"	10	1.62	1.1	1.33	1.67	NA	NA	NA	NA	1	1	1	1	0	5
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/10/19 9:39"	"2/6/19 0:00"	105.6516667	5	"Sunday"	11	1.12	1	1	1.67	1.88	1.1	1.33	1.67	NA	NA	NA	NA	0	6
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	3	2	2	2	2	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/10/19 16:07"	"2/6/19 0:00"	112.1327778	5	"Sunday"	12	1.88	1.1	1.33	1.67	1.88	1.2	1.33	2	1.12	1	1	1.67	0	6
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	1	1	1	1	1	1	1	1	1	3	2	2	3	2	2	3	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/10/19 20:58"	"2/6/19 0:00"	116.98	5	"Sunday"	13	1.88	1.2	1.33	2	NA	NA	NA	NA	1.88	1.1	1.33	1.67	0	6
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	2	2	3	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/11/19 9:10"	"2/6/19 0:00"	129.1819444	6	"Monday"	14	1.62	1.1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0	0
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/12/19 9:42"	"2/6/19 0:00"	153.7127778	7	"Tuesday"	15	1.38	1.3	1.33	2	1.38	1.2	1.33	1.67	NA	NA	NA	NA	0	1
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	2	1	1	2	2	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/12/19 14:16"	"2/6/19 0:00"	158.2708333	7	"Tuesday"	16	1.38	1.2	1.33	1.67	1.12	1.2	1	1.33	1.38	1.3	1.33	2	0	1
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/12/19 19:31"	"2/6/19 0:00"	163.5236111	7	"Tuesday"	17	1.12	1.2	1	1.33	NA	NA	NA	NA	1.38	1.2	1.33	1.67	0	1
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	4	1	1	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	2	2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/13/19 12:33"	"2/6/19 0:00"	180.5533333	8	"Wednesday"	18	1.25	1.4	1.67	2	1	1	1	1	NA	NA	NA	NA	0	2
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/13/19 18:08"	"2/6/19 0:00"	186.1461111	8	"Wednesday"	19	1	1	1	1	NA	NA	NA	NA	1.25	1.4	1.67	2	0	2
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	3	1	1	NA	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/14/19 11:15"	"2/6/19 0:00"	203.2658333	9	"Thursday"	20	1.25	1.44	1.33	1.67	1	1	1	1	NA	NA	NA	NA	0	3
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/14/19 17:08"	"2/6/19 0:00"	209.1380556	9	"Thursday"	21	1	1	1	1	1.38	1.4	1.33	2.33	1.25	1.44	1.33	1.67	0	3
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	3	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	3	3	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/14/19 21:56"	"2/6/19 0:00"	213.9475	9	"Thursday"	22	1.38	1.4	1.33	2.33	NA	NA	NA	NA	1	1	1	1	0	3
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/15/19 13:42"	"2/6/19 0:00"	229.7044444	10	"Friday"	23	1.25	1.2	1.33	1.33	1	1	1	1	NA	NA	NA	NA	0	4
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/15/19 21:50"	"2/6/19 0:00"	237.8383333	10	"Friday"	24	1	1	1	1	NA	NA	NA	NA	1.25	1.2	1.33	1.33	0	4
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/16/19 9:57"	"2/6/19 0:00"	249.9619444	11	"Saturday"	25	1.12	1	1	1.33	1.25	1.1	1	1	NA	NA	NA	NA	0	5
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/16/19 15:58"	"2/6/19 0:00"	255.97	11	"Saturday"	26	1.25	1.1	1	1	1.38	1.3	1.33	1.67	1.12	1	1	1.33	0	5
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	3	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/16/19 19:19"	"2/6/19 0:00"	259.3291667	11	"Saturday"	27	1.38	1.3	1.33	1.67	NA	NA	NA	NA	1.25	1.1	1	1	0	5
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/17/19 10:19"	"2/6/19 0:00"	274.3166667	12	"Sunday"	28	1.12	1.1	1.33	1.33	1.5	1.2	1	2	NA	NA	NA	NA	0	6
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	3	1	1	3	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/17/19 14:57"	"2/6/19 0:00"	278.9638889	12	"Sunday"	29	1.5	1.2	1	2	1.25	1.1	1	1.67	1.12	1.1	1.33	1.33	0	6
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/17/19 18:17"	"2/6/19 0:00"	282.2972222	12	"Sunday"	30	1.25	1.1	1	1.67	NA	NA	NA	NA	1.5	1.2	1	2	0	6
42	"Random Prompt Survey (Spring 2019)"	"taken"	1	2	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"2/18/19 9:11"	"2/6/19 0:00"	297.1955556	13	"Monday"	31	1	1.5	1.67	2	1.12	1.2	1.33	1.67	NA	NA	NA	NA	0	0
